id_istance,predicted linking,correct linking
552,"<start>        public void visitPlainCstInsn(PlainCstInsn insn) {<end>
SourcePosition pos = insn.getPosition();
Dop opcode = RopToDop.dopFor(insn);
Rop rop = insn.getOpcode();
int ropOpcode = rop.getOpcode();
DalvInsn di;

if (rop.getBranchingness() != Rop.BRANCH_NONE) {
throw new RuntimeException(""shouldn't happen"");
}

if (ropOpcode == RegOps.MOVE_PARAM) {
if (!paramsAreInOrder) {
//comment
//comment
//comment
//comment

RegisterSpec dest = insn.getResult();
int param =
((CstInteger) insn.getConstant()).getValue();
RegisterSpec source =
RegisterSpec.make(regCount - paramSize + param,
dest.getType());
di = new SimpleInsn(opcode, pos,
RegisterSpecList.make(dest, source));
addOutput(di);
}
} else {
//comment
RegisterSpecList regs = getRegs(insn);
di = new CstInsn(opcode, pos, regs, insn.getConstant());
addOutput(di);
}
}","        public void visitPlainCstInsn(PlainCstInsn insn) {
SourcePosition pos = insn.getPosition();
Dop opcode = RopToDop.dopFor(insn);
Rop rop = insn.getOpcode();
int ropOpcode = rop.getOpcode();
DalvInsn di;

if (rop.getBranchingness() != Rop.BRANCH_NONE) {
throw new RuntimeException(""shouldn't happen"");
}

if (ropOpcode == RegOps.MOVE_PARAM) {
<start>if (!paramsAreInOrder) {<end>
//comment
//comment
//comment
//comment

<start>RegisterSpec dest = insn.getResult();
int param =
((CstInteger) insn.getConstant()).getValue();
RegisterSpec source =
RegisterSpec.make(regCount - paramSize + param,
dest.getType());
di = new SimpleInsn(opcode, pos,
RegisterSpecList.make(dest, source));
addOutput(di);
}<end>
} else {
//comment
RegisterSpecList regs = getRegs(insn);
di = new CstInsn(opcode, pos, regs, insn.getConstant());
addOutput(di);
}
}"
560,"    static boolean hangupRingingAndActive(Phone phone) {
boolean hungUpRingingCall = false;
boolean hungUpFgCall = false;
CallManager cm = PhoneGlobals.getInstance().mCM;
Call ringingCall = cm.getFirstActiveRingingCall();
<start>Call fgCall = cm.getActiveFgCall();<end>

//comment
if (!ringingCall.isIdle()) {
<start>log(""hangupRingingAndActive: Hang up Ringing Call"");
hungUpRingingCall = hangupRingingCall(ringingCall);<end>
}

//comment
if (!fgCall.isIdle()) {
log(""hangupRingingAndActive: Hang up Foreground Call"");
hungUpFgCall = hangupActiveCall(fgCall);
}

return hungUpRingingCall || hungUpFgCall;
}","    static boolean hangupRingingAndActive(Phone phone) {
boolean hungUpRingingCall = false;
boolean hungUpFgCall = false;
CallManager cm = PhoneGlobals.getInstance().mCM;
Call ringingCall = cm.getFirstActiveRingingCall();
Call fgCall = cm.getActiveFgCall();

//comment
if (!ringingCall.isIdle()) {
log(""hangupRingingAndActive: Hang up Ringing Call"");
<start>hungUpRingingCall = hangupRingingCall(ringingCall);<end>
}

//comment
if (!fgCall.isIdle()) {
log(""hangupRingingAndActive: Hang up Foreground Call"");
hungUpFgCall = hangupActiveCall(fgCall);
}

return hungUpRingingCall || hungUpFgCall;
}"
561,"public void onExceededDatabaseQuota(String url,
String databaseIdentifier, long currentQuota, long estimatedSize,
long totalUsedQuota, WebStorage.QuotaUpdater quotaUpdater) {
if(LOGV_ENABLED) {
Log.v(LOGTAG,
""Received onExceededDatabaseQuota for ""
+ url
+ "":""
+ databaseIdentifier
+ ""(current quota: ""
+ currentQuota
+ "", total used quota: ""
+ totalUsedQuota
+ "")"");
}
long totalUnusedQuota = mGlobalLimit - totalUsedQuota - mAppCacheMaxSize;

if (totalUnusedQuota <= 0) {
//comment
//comment
if (totalUsedQuota > 0) {
//comment
//comment
//comment
//comment
//comment
//comment
scheduleOutOfSpaceNotification();
}
quotaUpdater.updateQuota(currentQuota);
if(LOGV_ENABLED) {
Log.v(LOGTAG, ""onExceededDatabaseQuota: out of space."");
}
return;
}

//comment
long newOriginQuota = currentQuota;
if (newOriginQuota == 0) {
//comment
//comment
//comment
//comment
if (totalUnusedQuota >= estimatedSize) {
newOriginQuota = estimatedSize;
} else {
if (LOGV_ENABLED) {
Log.v(LOGTAG,
""onExceededDatabaseQuota: Unable to satisfy"" +
"" estimatedSize for the new database "" +
"" (estimatedSize: "" + estimatedSize +
"", unused quota: "" + totalUnusedQuota);
}
newOriginQuota = 0;
}
} else {
//comment
//comment
//comment

//comment
//comment
long quotaIncrease = estimatedSize == 0 ?
Math.min(QUOTA_INCREASE_STEP, totalUnusedQuota) :
estimatedSize;
<start>newOriginQuota += quotaIncrease;<end>

<start>if (quotaIncrease > totalUnusedQuota) {
//comment
newOriginQuota = currentQuota;
}<end>
}

quotaUpdater.updateQuota(newOriginQuota);

if(LOGV_ENABLED) {
Log.v(LOGTAG, ""onExceededDatabaseQuota set new quota to ""
+ newOriginQuota);
}
}","public void onExceededDatabaseQuota(String url,
String databaseIdentifier, long currentQuota, long estimatedSize,
long totalUsedQuota, WebStorage.QuotaUpdater quotaUpdater) {
if(LOGV_ENABLED) {
Log.v(LOGTAG,
""Received onExceededDatabaseQuota for ""
+ url
+ "":""
+ databaseIdentifier
+ ""(current quota: ""
+ currentQuota
+ "", total used quota: ""
+ totalUsedQuota
+ "")"");
}
long totalUnusedQuota = mGlobalLimit - totalUsedQuota - mAppCacheMaxSize;

if (totalUnusedQuota <= 0) {
//comment
//comment
if (totalUsedQuota > 0) {
//comment
//comment
//comment
//comment
//comment
//comment
scheduleOutOfSpaceNotification();
}
quotaUpdater.updateQuota(currentQuota);
if(LOGV_ENABLED) {
Log.v(LOGTAG, ""onExceededDatabaseQuota: out of space."");
}
return;
}

//comment
long newOriginQuota = currentQuota;
if (newOriginQuota == 0) {
//comment
//comment
//comment
//comment
if (totalUnusedQuota >= estimatedSize) {
newOriginQuota = estimatedSize;
} else {
if (LOGV_ENABLED) {
Log.v(LOGTAG,
""onExceededDatabaseQuota: Unable to satisfy"" +
"" estimatedSize for the new database "" +
"" (estimatedSize: "" + estimatedSize +
"", unused quota: "" + totalUnusedQuota);
}
newOriginQuota = 0;
}
} else {
//comment
//comment
//comment

//comment
//comment
long quotaIncrease = estimatedSize == 0 ?
Math.min(QUOTA_INCREASE_STEP, totalUnusedQuota) :
estimatedSize;
newOriginQuota += quotaIncrease;

<start>if (quotaIncrease > totalUnusedQuota) {
//comment
newOriginQuota = currentQuota;
}<end>
}

quotaUpdater.updateQuota(newOriginQuota);

if(LOGV_ENABLED) {
Log.v(LOGTAG, ""onExceededDatabaseQuota set new quota to ""
+ newOriginQuota);
}
}"
563,"public boolean onActionItemClicked(ActionMode mode, MenuItem item) {
ListView lv = getListView();
switch (item.getItemId()) {
case R.id.action_delete:
//comment
SparseBooleanArray checkedItems = lv.getCheckedItemPositions();
int checkedCount = getListView().getCheckedItemCount();
if (checkedCount > mDataCount) {
throw new IllegalStateException(""checked item counts do not match. "" +
""checkedCount: "" + checkedCount + "", dataSize: "" + mDataCount);
}
if (mDataCount > 0) {
ArrayList<Object> toRemove = new ArrayList<Object>();
for (int i = 0; i < mDataCount; i++) {
if (!checkedItems.get(i)) {
//comment
continue;
}
if (StorageMeasurement.LOGV) {
Log.i(TAG, ""deleting: "" + mAdapter.getItem(i));
}
//comment
new DeleteHandler(mAdapter.getItem(i).mFileName);
toRemove.add(mAdapter.getItem(i));
}
mAdapter.removeAll(toRemove);
mAdapter.notifyDataSetChanged();
mDataCount = mAdapter.getCount();
}
mode.finish();
break;

case R.id.action_select_all:
//comment
for (int i = 0; i < mDataCount; i++) {
<start>lv.setItemChecked(i, true);<end>
}
//comment
onItemCheckedStateChanged(mode, 1, 0, true);
break;
}
return true;
}","public boolean onActionItemClicked(ActionMode mode, MenuItem item) {
ListView lv = getListView();
switch (item.getItemId()) {
case R.id.action_delete:
//comment
SparseBooleanArray checkedItems = lv.getCheckedItemPositions();
int checkedCount = getListView().getCheckedItemCount();
if (checkedCount > mDataCount) {
throw new IllegalStateException(""checked item counts do not match. "" +
""checkedCount: "" + checkedCount + "", dataSize: "" + mDataCount);
}
if (mDataCount > 0) {
ArrayList<Object> toRemove = new ArrayList<Object>();
for (int i = 0; i < mDataCount; i++) {
if (!checkedItems.get(i)) {
//comment
continue;
}
if (StorageMeasurement.LOGV) {
Log.i(TAG, ""deleting: "" + mAdapter.getItem(i));
}
//comment
new DeleteHandler(mAdapter.getItem(i).mFileName);
toRemove.add(mAdapter.getItem(i));
}
mAdapter.removeAll(toRemove);
mAdapter.notifyDataSetChanged();
mDataCount = mAdapter.getCount();
}
mode.finish();
break;

<start>case R.id.action_select_all:
//comment
for (int i = 0; i < mDataCount; i++) {
lv.setItemChecked(i, true);
}<end>
//comment
onItemCheckedStateChanged(mode, 1, 0, true);
break;
}
return true;
}"
565,"    public static boolean isTachyonEnabled(Context context) {
//comment
if (!PermissionsUtil.hasPermission(context, android.Manifest.permission.READ_PHONE_STATE)
|| !CompatUtils.isNCompatible()) {
return false;
}
TelecomManager telecommMgr = (TelecomManager)
context.getSystemService(Context.TELECOM_SERVICE);
if (telecommMgr == null) {
return false;
}
try {
List<PhoneAccountHandle> accountHandles = telecommMgr.getCallCapablePhoneAccounts();
for (PhoneAccountHandle accountHandle : accountHandles) {
PhoneAccount account = telecommMgr.getPhoneAccount(accountHandle);
if (account == null) {
continue;
}
//comment
<start>final Bundle accountExtras = account.getExtras();<end>
final boolean deviceEnabled = accountExtras != null && accountExtras.getBoolean(
EXTRA_SUPPORTS_VIDEO_CALLING_FALLBACK);
if (Log.isLoggable(TAG, Log.DEBUG)) {
Log.d(TAG, ""Device video fallback config: "" + deviceEnabled);
}

//comment
final PersistableBundle carrierConfig = context.getSystemService(
CarrierConfigManager.class).getConfig();
final boolean carrierEnabled =
carrierConfig != null && carrierConfig.getBoolean(
CONFIG_ALLOW_VIDEO_CALLING_FALLBACK);
if (Log.isLoggable(TAG, Log.DEBUG)) {
Log.d(TAG, ""Carrier video fallback config: "" + carrierEnabled);
}

//comment
final boolean experimentEnabled = Flags.getInstance().getBoolean(
Experiments.QUICK_CONTACT_VIDEO_CALL);
if (Log.isLoggable(TAG, Log.DEBUG)) {
Log.d(TAG, ""Experiment video fallback config: "" + experimentEnabled);
}

//comment
return deviceEnabled && carrierEnabled && experimentEnabled;
}
return false;
} catch (SecurityException e) {
FeedbackHelper.sendFeedback(context, TAG,
""Security exception when getting call capable phone accounts"", e);
return false;
}
}","    public static boolean isTachyonEnabled(Context context) {
//comment
if (!PermissionsUtil.hasPermission(context, android.Manifest.permission.READ_PHONE_STATE)
|| !CompatUtils.isNCompatible()) {
return false;
}
TelecomManager telecommMgr = (TelecomManager)
context.getSystemService(Context.TELECOM_SERVICE);
if (telecommMgr == null) {
return false;
}
try {
List<PhoneAccountHandle> accountHandles = telecommMgr.getCallCapablePhoneAccounts();
for (PhoneAccountHandle accountHandle : accountHandles) {
PhoneAccount account = telecommMgr.getPhoneAccount(accountHandle);
if (account == null) {
continue;
}
//comment
<start>final Bundle accountExtras = account.getExtras();
final boolean deviceEnabled = accountExtras != null && accountExtras.getBoolean(
EXTRA_SUPPORTS_VIDEO_CALLING_FALLBACK);<end>
if (Log.isLoggable(TAG, Log.DEBUG)) {
Log.d(TAG, ""Device video fallback config: "" + deviceEnabled);
}

//comment
final PersistableBundle carrierConfig = context.getSystemService(
CarrierConfigManager.class).getConfig();
final boolean carrierEnabled =
carrierConfig != null && carrierConfig.getBoolean(
CONFIG_ALLOW_VIDEO_CALLING_FALLBACK);
if (Log.isLoggable(TAG, Log.DEBUG)) {
Log.d(TAG, ""Carrier video fallback config: "" + carrierEnabled);
}

//comment
final boolean experimentEnabled = Flags.getInstance().getBoolean(
Experiments.QUICK_CONTACT_VIDEO_CALL);
if (Log.isLoggable(TAG, Log.DEBUG)) {
Log.d(TAG, ""Experiment video fallback config: "" + experimentEnabled);
}

//comment
return deviceEnabled && carrierEnabled && experimentEnabled;
}
return false;
} catch (SecurityException e) {
FeedbackHelper.sendFeedback(context, TAG,
""Security exception when getting call capable phone accounts"", e);
return false;
}
}"
566,"@Override
public boolean onPreferenceStartFragment(PreferenceFragment caller, Preference pref) {
//comment
<start>int titleRes = pref.getTitleRes();<end>

startPreferencePanel(pref.getFragment(), pref.getExtras(), titleRes, null, null, 0);
return true;
}","@Override
public boolean onPreferenceStartFragment(PreferenceFragment caller, Preference pref) {
//comment
<start>int titleRes = pref.getTitleRes();<end>

startPreferencePanel(pref.getFragment(), pref.getExtras(), titleRes, null, null, 0);
return true;
}"
567,"String sendComplexCommand(List<String> commands, boolean sensitive) throws MessagingException,
IOException {
open();
String tag = Integer.toString(mNextCommandTag.incrementAndGet());
int len = commands.size();
for (int i = 0; i < len; i++) {
String commandToSend = commands.get(i);
//comment
if (i == 0) {
commandToSend = tag + "" "" + commandToSend;
} else {
//comment
ImapResponse response = readResponse();
//comment
<start>if (!response.isContinuationRequest()) {
throw new MessagingException(""Expected continuation request"");
}<end>
}
//comment
mTransport.writeLine(commandToSend, null);
mDiscourse.addSentCommand(sensitive ? IMAP_REDACTED_LOG : commandToSend);
}
return tag;
}","String sendComplexCommand(List<String> commands, boolean sensitive) throws MessagingException,
IOException {
open();
String tag = Integer.toString(mNextCommandTag.incrementAndGet());
int len = commands.size();
for (int i = 0; i < len; i++) {
String commandToSend = commands.get(i);
//comment
if (i == 0) {
commandToSend = tag + "" "" + commandToSend;
} else {
//comment
ImapResponse response = readResponse();
//comment
<start>if (!response.isContinuationRequest()) {
throw new MessagingException(""Expected continuation request"");
}<end>
}
//comment
mTransport.writeLine(commandToSend, null);
mDiscourse.addSentCommand(sensitive ? IMAP_REDACTED_LOG : commandToSend);
}
return tag;
}"
569,"private List<RestrictedPreference> getInstalledAccessibilityList(Context context) {
final AccessibilityManager a11yManager = AccessibilityManager.getInstance(context);
final RestrictedPreferenceHelper preferenceHelper = new RestrictedPreferenceHelper(context);

final List<AccessibilityShortcutInfo> installedShortcutList =
a11yManager.getInstalledAccessibilityShortcutListAsUser(context,
UserHandle.myUserId());

//comment
//comment
<start>final List<AccessibilityServiceInfo> installedServiceList = new ArrayList<>(
a11yManager.getInstalledAccessibilityServiceList());
installedServiceList.removeIf(
target -> containsTargetNameInList(installedShortcutList, target));<end>

final List<RestrictedPreference> activityList =
preferenceHelper.createAccessibilityActivityPreferenceList(installedShortcutList);

final List<RestrictedPreference> serviceList =
preferenceHelper.createAccessibilityServicePreferenceList(installedServiceList);

final List<RestrictedPreference> preferenceList = new ArrayList<>();
preferenceList.addAll(activityList);
preferenceList.addAll(serviceList);

return preferenceList;
}","private List<RestrictedPreference> getInstalledAccessibilityList(Context context) {
final AccessibilityManager a11yManager = AccessibilityManager.getInstance(context);
final RestrictedPreferenceHelper preferenceHelper = new RestrictedPreferenceHelper(context);

final List<AccessibilityShortcutInfo> installedShortcutList =
a11yManager.getInstalledAccessibilityShortcutListAsUser(context,
UserHandle.myUserId());

//comment
//comment
<start>final List<AccessibilityServiceInfo> installedServiceList = new ArrayList<>(
a11yManager.getInstalledAccessibilityServiceList());
installedServiceList.removeIf(
target -> containsTargetNameInList(installedShortcutList, target));<end>

final List<RestrictedPreference> activityList =
preferenceHelper.createAccessibilityActivityPreferenceList(installedShortcutList);

final List<RestrictedPreference> serviceList =
preferenceHelper.createAccessibilityServicePreferenceList(installedServiceList);

final List<RestrictedPreference> preferenceList = new ArrayList<>();
preferenceList.addAll(activityList);
preferenceList.addAll(serviceList);

return preferenceList;
}"
570,"    @Override
public void onDestroy() {
super.onDestroy();
unregisterReceiver(mEcmExitReceiver);
//comment
<start>mPhone.unregisterForEcmTimerReset(mTimerResetHandler);<end>
}","    @Override
public void onDestroy() {
super.onDestroy();
unregisterReceiver(mEcmExitReceiver);
//comment
<start>mPhone.unregisterForEcmTimerReset(mTimerResetHandler);<end>
}"
572,"    @Override
public void setActiveTab(final Tab tab) {
mTitleBar.cancelTitleBarAnimation(true);
mTitleBar.setSkipTitleBarAnimations(true);
super.setActiveTab(tab);

//comment
if (mShowNav) {
detachTab(mActiveTab);
}

BrowserWebView view = (BrowserWebView) tab.getWebView();
//comment
//comment
if (view == null) {
<start>Log.e(LOGTAG, ""active tab with no webview detected"");<end>
return;
}
//comment
if (mUseQuickControls) {
<start>mPieControl.forceToTop(mContentView);<end>
view.setTitleBar(null);
mTitleBar.setShowProgressOnly(true);
} else {
view.setTitleBar(mTitleBar);
}
//comment
mNavigationBar.onStateChanged(StateListener.STATE_NORMAL);
updateLockIconToLatest(tab);
mTitleBar.setSkipTitleBarAnimations(false);
}","    @Override
public void setActiveTab(final Tab tab) {
mTitleBar.cancelTitleBarAnimation(true);
mTitleBar.setSkipTitleBarAnimations(true);
super.setActiveTab(tab);

//comment
if (mShowNav) {
detachTab(mActiveTab);
}

BrowserWebView view = (BrowserWebView) tab.getWebView();
//comment
//comment
if (view == null) {
Log.e(LOGTAG, ""active tab with no webview detected"");
return;
}
//comment
<start>if (mUseQuickControls) {
mPieControl.forceToTop(mContentView);
view.setTitleBar(null);
mTitleBar.setShowProgressOnly(true);
} else {
view.setTitleBar(mTitleBar);
}<end>
//comment
mNavigationBar.onStateChanged(StateListener.STATE_NORMAL);
updateLockIconToLatest(tab);
mTitleBar.setSkipTitleBarAnimations(false);
}"
575,"public void insert(long key, byte[] data) throws IOException {
if (DATA_HEADER_SIZE + BLOB_HEADER_SIZE + data.length > mMaxBytes) {
throw new RuntimeException(""blob is too large!"");
}

if (mActiveBytes + BLOB_HEADER_SIZE + data.length > mMaxBytes
|| mActiveEntries * 2 >= mMaxEntries) {
flipRegion();
}

if (!lookupInternal(key, mActiveHashStart)) {
//comment
//comment
mActiveEntries++;
writeInt(mIndexHeader, IH_ACTIVE_ENTRIES, mActiveEntries);
}

insertInternal(key, data, data.length);
updateIndexHeader();
}","public void insert(long key, byte[] data) throws IOException {
if (DATA_HEADER_SIZE + BLOB_HEADER_SIZE + data.length > mMaxBytes) {
throw new RuntimeException(""blob is too large!"");
}

if (mActiveBytes + BLOB_HEADER_SIZE + data.length > mMaxBytes
|| mActiveEntries * 2 >= mMaxEntries) {
flipRegion();
}

<start>if (!lookupInternal(key, mActiveHashStart)) {
//comment
//comment
mActiveEntries++;<end>
writeInt(mIndexHeader, IH_ACTIVE_ENTRIES, mActiveEntries);
<start>}<end>

insertInternal(key, data, data.length);
updateIndexHeader();
}"
576,"private void showNotifications(List<Rec> recs) {
createNotificationChannel();

final int recCount = recs.size();
for (int i = 0; i < recCount; i++) {
final Rec rec = recs.get(i);

//comment
final PendingIntent dialog = PendingIntent.getActivity(mContext, 0,
newDialogIntent(rec), 0);

//comment
final PendingIntent deny = PendingIntent.getBroadcast(mContext, 0,
new Intent(ApprovalReceiver.ACTION_DENY, rec.report.getUri(),
mContext, ApprovalReceiver.class),
0);

//comment
final Notification notification = new Notification.Builder(mContext)
.setStyle(new Notification.BigTextStyle())
.setContentTitle(
mContext.getString(R.string.incident_report_notification_title))
.setContentText(
mContext.getString(R.string.incident_report_notification_text,
rec.label))
.setSmallIcon(R.drawable.ic_bug_report_black_24dp)
.setWhen(rec.report.getTimestamp())
.setGroup(Constants.INCIDENT_NOTIFICATION_GROUP_KEY)
.setChannelId(Constants.INCIDENT_NOTIFICATION_CHANNEL_ID)
.setSortKey(getSortKey(rec.report.getTimestamp()))
.setContentIntent(dialog)
.setDeleteIntent(deny)
.setColor(mContext.getColor(
android.R.color.system_notification_accent_color))
.extend(new Notification.TvExtender())
.build();

//comment
<start>mNm.notify(rec.report.getUri().toString(), Constants.INCIDENT_NOTIFICATION_ID,
notification);<end>
}
}","private void showNotifications(List<Rec> recs) {
createNotificationChannel();

final int recCount = recs.size();
for (int i = 0; i < recCount; i++) {
final Rec rec = recs.get(i);

//comment
final PendingIntent dialog = PendingIntent.getActivity(mContext, 0,
newDialogIntent(rec), 0);

//comment
final PendingIntent deny = PendingIntent.getBroadcast(mContext, 0,
new Intent(ApprovalReceiver.ACTION_DENY, rec.report.getUri(),
mContext, ApprovalReceiver.class),
0);

//comment
final Notification notification = new Notification.Builder(mContext)
.setStyle(new Notification.BigTextStyle())
.setContentTitle(
mContext.getString(R.string.incident_report_notification_title))
.setContentText(
mContext.getString(R.string.incident_report_notification_text,
rec.label))
.setSmallIcon(R.drawable.ic_bug_report_black_24dp)
.setWhen(rec.report.getTimestamp())
.setGroup(Constants.INCIDENT_NOTIFICATION_GROUP_KEY)
.setChannelId(Constants.INCIDENT_NOTIFICATION_CHANNEL_ID)
.setSortKey(getSortKey(rec.report.getTimestamp()))
.setContentIntent(dialog)
.setDeleteIntent(deny)
.setColor(mContext.getColor(
android.R.color.system_notification_accent_color))
.extend(new Notification.TvExtender())
.build();

//comment
<start>mNm.notify(rec.report.getUri().toString(), Constants.INCIDENT_NOTIFICATION_ID,
notification);<end>
}
}"
578,"public void commitCompletion(final CompletionInfo completionInfo) {
if (DEBUG_BATCH_NESTING) checkBatchEdit();
if (DEBUG_PREVIOUS_TEXT) checkConsistencyForDebug();
<start>CharSequence text = completionInfo.getText();
//comment
if (null == text) text = """";
mCommittedTextBeforeComposingText.append(text);<end>
mCurrentCursorPosition += text.length() - mComposingText.length();
mComposingText.setLength(0);
if (null != mIC) {
mIC.commitCompletion(completionInfo);
if (ProductionFlag.USES_DEVELOPMENT_ONLY_DIAGNOSTICS) {
ResearchLogger.richInputConnection_commitCompletion(completionInfo);
}
}
if (DEBUG_PREVIOUS_TEXT) checkConsistencyForDebug();
}","public void commitCompletion(final CompletionInfo completionInfo) {
if (DEBUG_BATCH_NESTING) checkBatchEdit();
if (DEBUG_PREVIOUS_TEXT) checkConsistencyForDebug();
CharSequence text = completionInfo.getText();
//comment
<start>if (null == text) text = """";<end>
mCommittedTextBeforeComposingText.append(text);
mCurrentCursorPosition += text.length() - mComposingText.length();
mComposingText.setLength(0);
if (null != mIC) {
mIC.commitCompletion(completionInfo);
if (ProductionFlag.USES_DEVELOPMENT_ONLY_DIAGNOSTICS) {
ResearchLogger.richInputConnection_commitCompletion(completionInfo);
}
}
if (DEBUG_PREVIOUS_TEXT) checkConsistencyForDebug();
}"
580,"    @Override
public void onCreate(Bundle savedInstanceState) {
super.onCreate(savedInstanceState);

CatLog.d(LOG_TAG, ""onCreate - mIsResponseSent["" + mIsResponseSent + ""]"");

//comment
//comment
if (appService == null) {
<start>CatLog.d(LOG_TAG, ""onCreate - appService is null"");<end>
finish();
return;
}

//comment
setContentView(R.layout.stk_input);
setSupportActionBar((Toolbar) findViewById(R.id.toolbar));

if (getResources().getBoolean(R.bool.show_menu_title_only_on_menu)) {
getSupportActionBar().hide();

mMoreOptions = findViewById(R.id.more);
mMoreOptions.setVisibility(View.VISIBLE);
mMoreOptions.setOnClickListener(this);
}

//comment
mTextIn = (EditText) this.findViewById(R.id.in_text);
mPromptView = (TextView) this.findViewById(R.id.prompt);
//comment
Button okButton = (Button) findViewById(R.id.button_ok);
Button cancelButton = (Button) findViewById(R.id.button_cancel);
Button yesButton = (Button) findViewById(R.id.button_yes);
Button noButton = (Button) findViewById(R.id.button_no);

okButton.setOnClickListener(this);
cancelButton.setOnClickListener(this);
yesButton.setOnClickListener(this);
noButton.setOnClickListener(this);

mYesNoLayout = findViewById(R.id.yes_no_layout);
mNormalLayout = findViewById(R.id.normal_layout);
initFromIntent(getIntent());
appService.getStkContext(mSlotId).setPendingActivityInstance(this);
}","    @Override
public void onCreate(Bundle savedInstanceState) {
super.onCreate(savedInstanceState);

CatLog.d(LOG_TAG, ""onCreate - mIsResponseSent["" + mIsResponseSent + ""]"");

//comment
//comment
<start>if (appService == null) {
CatLog.d(LOG_TAG, ""onCreate - appService is null"");
finish();
return;
}<end>

//comment
setContentView(R.layout.stk_input);
setSupportActionBar((Toolbar) findViewById(R.id.toolbar));

if (getResources().getBoolean(R.bool.show_menu_title_only_on_menu)) {
getSupportActionBar().hide();

mMoreOptions = findViewById(R.id.more);
mMoreOptions.setVisibility(View.VISIBLE);
mMoreOptions.setOnClickListener(this);
}

//comment
mTextIn = (EditText) this.findViewById(R.id.in_text);
mPromptView = (TextView) this.findViewById(R.id.prompt);
//comment
Button okButton = (Button) findViewById(R.id.button_ok);
Button cancelButton = (Button) findViewById(R.id.button_cancel);
Button yesButton = (Button) findViewById(R.id.button_yes);
Button noButton = (Button) findViewById(R.id.button_no);

okButton.setOnClickListener(this);
cancelButton.setOnClickListener(this);
yesButton.setOnClickListener(this);
noButton.setOnClickListener(this);

mYesNoLayout = findViewById(R.id.yes_no_layout);
mNormalLayout = findViewById(R.id.normal_layout);
initFromIntent(getIntent());
appService.getStkContext(mSlotId).setPendingActivityInstance(this);
}"
582,"    @Override
public synchronized void startMonitoring() {
//comment
mConnected = true;
mMonitoring = true;

//comment
//comment
IntentFilter filter = new IntentFilter();
filter.addAction(BluetoothDevice.ACTION_ACL_DISCONNECTED);
<start>filter.addAction(BluetoothDevice.ACTION_ACL_CONNECTED);<end>
filter.addAction(BluetoothAdapter.ACTION_STATE_CHANGED);
mContext.registerReceiver(mReceiver, filter);

//comment
<start>mHandler.sendMessageDelayed(
Message.obtain(mHandler, mTimeoutCallback), INACTIVITY_TIMEOUT_MS);<end>

//comment
updateAndReportActiveLocked();
}","    @Override
public synchronized void startMonitoring() {
//comment
mConnected = true;
mMonitoring = true;

//comment
//comment
IntentFilter filter = new IntentFilter();
filter.addAction(BluetoothDevice.ACTION_ACL_DISCONNECTED);
filter.addAction(BluetoothDevice.ACTION_ACL_CONNECTED);
filter.addAction(BluetoothAdapter.ACTION_STATE_CHANGED);
mContext.registerReceiver(mReceiver, filter);

//comment
<start>mHandler.sendMessageDelayed(
Message.obtain(mHandler, mTimeoutCallback), INACTIVITY_TIMEOUT_MS);<end>

//comment
updateAndReportActiveLocked();
}"
584,"public static void configureStarredMenuItem(MenuItem starredMenuItem, boolean isDirectoryEntry,
boolean isUserProfile, boolean isStarred) {
//comment
if (!isDirectoryEntry && !isUserProfile) {
starredMenuItem.setVisible(true);
<start>final int resId = isStarred
? R.drawable.quantum_ic_star_vd_theme_24
: R.drawable.quantum_ic_star_border_vd_theme_24;<end>
starredMenuItem.setIcon(resId);
starredMenuItem.setChecked(isStarred);
starredMenuItem.setTitle(isStarred ? R.string.menu_removeStar : R.string.menu_addStar);
} else {
starredMenuItem.setVisible(false);
}
}","public static void configureStarredMenuItem(MenuItem starredMenuItem, boolean isDirectoryEntry,
boolean isUserProfile, boolean isStarred) {
//comment
<start>if (!isDirectoryEntry && !isUserProfile) {
starredMenuItem.setVisible(true);
final int resId = isStarred
? R.drawable.quantum_ic_star_vd_theme_24
: R.drawable.quantum_ic_star_border_vd_theme_24;
starredMenuItem.setIcon(resId);
starredMenuItem.setChecked(isStarred);
starredMenuItem.setTitle(isStarred ? R.string.menu_removeStar : R.string.menu_addStar);
} else {
starredMenuItem.setVisible(false);
}<end>
}"
585,"        private Pair<Long, Long> buildRtcExecutionTimesFromXml(XmlPullParser parser)
throws NumberFormatException {
String val;
//comment
val = parser.getAttributeValue(null, ""delay"");
final long earliestRunTimeRtc = (val != null)
? Long.parseLong(val)
: JobStatus.NO_EARLIEST_RUNTIME;
val = parser.getAttributeValue(null, ""deadline"");
final long latestRunTimeRtc = (val != null)
? Long.parseLong(val)
: JobStatus.NO_LATEST_RUNTIME;
return Pair.create(earliestRunTimeRtc, latestRunTimeRtc);
}","        private Pair<Long, Long> buildRtcExecutionTimesFromXml(XmlPullParser parser)
throws NumberFormatException {
String val;
//comment
<start>val = parser.getAttributeValue(null, ""delay"");
final long earliestRunTimeRtc = (val != null)
? Long.parseLong(val)
: JobStatus.NO_EARLIEST_RUNTIME;
val = parser.getAttributeValue(null, ""deadline"");
final long latestRunTimeRtc = (val != null)
? Long.parseLong(val)
: JobStatus.NO_LATEST_RUNTIME;
return Pair.create(earliestRunTimeRtc, latestRunTimeRtc);<end>
}"
